ListEntry,Name,Grade,hyperlink,NGR,Easting,Northing,lat,lon
1000175,HAMPTON COURT HOUSE,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000175,TQ 15292 69025,515292,169025,51.40853896309931,-0.34373912635567444
1000176,TYLNEY HALL,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000176,SU 71447 55561,471447,155561,51.29470526978608,-0.9766933153082995
1000177,BRICKWALL,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000177,TQ 83433 23578,583433,123578,50.982384821560885,0.6118852125111384
1000178,VICTORIA PARK,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000178,TQ3627283847,536013,183734,51.53613145177549,-0.040332062153005666
1000179,SCOTNEY CASTLE,I,https://historicengland.org.uk/listing/the-list/list-entry/1000179,TQ 68621 35296,568621,135297,51.09219659412359,0.40652504478902884
1000180,NORTHBOURNE COURT,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000180,TR 33829 52264,633829,152264,51.22165292364871,1.3472480726151337
1000181,SISSINGHURST CASTLE,I,https://historicengland.org.uk/listing/the-list/list-entry/1000181,TQ 80658 38208,580658,138208,51.114683811136445,0.5796886349139994
1000182,COBHAM HALL,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000182,TQ6782568834,568565,168762,51.39285850883115,0.42146782850259723
1000183,KNOLE,I,https://historicengland.org.uk/listing/the-list/list-entry/1000183,TQ5353553785,554268,153872,51.263135730617904,0.2097016345744573
1000184,LEEDS CASTLE,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000184,TQ8301053699,583554,153307,51.249391227200775,0.6287249198274897
1000185,FELBRIGG HALL,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000185,TG 19583 38051,619582,338051,52.89503265093351,1.2629805208692537
1000186,ICKWORTH HOUSE,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000186,TL8116961556,581169,261597,52.222778803623235,0.6509271043621748
1000187,HEYDON HALL,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000187,TG1245227371,611984,327190,52.80059294281527,1.143158736753277
1000188,SOMERLEYTON PARK,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000188,TM 49230 97685,649230,297685,52.5199987713793,1.6722401907086442
1000189,WAKEHURST PLACE,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000189,TQ 33707 31221,533707,131219,51.0647433242646,-0.09321859420063676
1000190,WEST DEAN,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000190,SU8631211814,486727,111951,50.90053255620989,-0.7680599315619678
1000191,ALTON TOWERS,I,https://historicengland.org.uk/listing/the-list/list-entry/1000191,SK 07909 43048,407909,343048,52.98471500677052,-1.8836426621084306
1000192,HARTWELL HOUSE,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000192,SP 79801 12583,479801,212583,51.806201010198905,-0.8439869029707749
1000193,ROCKBEARE MANOR,II,https://historicengland.org.uk/listing/the-list/list-entry/1000193,SY 02963 94037,302964,94034,50.73778328644931,-3.376492665070224
1000194,WANSTEAD PARK,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000194,TQ4104087270,540989,187461,51.56840155464443,0.032857752752242834
1000195,BENENDEN,II,https://historicengland.org.uk/listing/the-list/list-entry/1000195,TQ 80303 33919,580304,133924,51.07631199288327,0.5724990863881924
1000196,PITTVILLE PARK,II,https://historicengland.org.uk/listing/the-list/list-entry/1000196,SO 95115 23484,395115,223484,51.90986786667854,-2.072419923851081
1000197,HYLANDS PARK,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000197,TL 68438 04206,568438,204208,51.71131837864875,0.43660464342392424
1000198,STOWE,I,https://historicengland.org.uk/listing/the-list/list-entry/1000198,SP 67511 38301,467517,238294,52.038945817834694,-1.0170865441424133
1000199,HAWKSTONE,I,https://historicengland.org.uk/listing/the-list/list-entry/1000199,SJ5936229138,358535,330054,52.866358843779864,-2.6173911258708515
1000200,THE HIGH BEECHES,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000200,TQ 27612 30688,527612,130688,51.061356904833985,-0.18034054760251264
1000201,BELPER CEMETERY,II,https://historicengland.org.uk/listing/the-list/list-entry/1000201,SK 35143 49019,435143,349019,53.03729895302348,-1.4773522885060928
1000202,HORSTED PLACE,II,https://historicengland.org.uk/listing/the-list/list-entry/1000202,TQ 46927 18431,546927,118431,50.94659916702949,0.0901457562341689
1000203,HEATHFIELD PARK,II,https://historicengland.org.uk/listing/the-list/list-entry/1000203,TQ 59317 20876,559317,120875,50.96527113445094,0.2674454197064219
1000204,PRESTON MANOR AND PRESTON PARK,II,https://historicengland.org.uk/listing/the-list/list-entry/1000204,"TQ 30563 06266, TQ3031706108",530565,106269,50.841225756173415,-0.14697335924786634
1000205,"THE ROYAL PAVILION, BRIGHTON",II,https://historicengland.org.uk/listing/the-list/list-entry/1000205,TQ 31244 04227,531244,104227,50.82271931477206,-0.13806548683261938
1000206,HATFIELD PRIORY,II,https://historicengland.org.uk/listing/the-list/list-entry/1000206,TL 79604 10910,579605,210910,51.76805376722043,0.6015208072232301
1000207,"NEW HALL, BOREHAM",II,https://historicengland.org.uk/listing/the-list/list-entry/1000207,TL 73380 10214,573380,210213,51.76375382649028,0.5110526431775326
1000208,COLCHESTER CASTLE PARK,II,https://historicengland.org.uk/listing/the-list/list-entry/1000208,TL 99818 25598,599818,225598,51.89310123515112,0.902545893995129
1000209,LAYER MARNEY TOWER,II,https://historicengland.org.uk/listing/the-list/list-entry/1000209,TL 92836 17538,592836,217538,51.823178405636874,0.7967154378883444
1000210,BLOOMSBURY SQUARE,II,https://historicengland.org.uk/listing/the-list/list-entry/1000210,TQ 30336 81674,530336,181674,51.518957113770554,-0.12289737653134072
1000211,DANSON PARK,II,https://historicengland.org.uk/listing/the-list/list-entry/1000211,"TQ4743874937, TQ4710575029",547105,175031,51.45515335164313,0.11585670878939815
1000212,"CORAM'S FIELDS, with MECKLENBURGH and BRUNSWICK SQUARES",II,https://historicengland.org.uk/listing/the-list/list-entry/1000212,TQ 30496 82277,530496,182277,51.52433912101188,-0.12036956149333106
1000213,RUSSELL SQUARE,II,https://historicengland.org.uk/listing/the-list/list-entry/1000213,TQ3008682021,530107,181974,51.52170584284558,-0.1260853248584026
1000214,STRAWBERRY HILL,II*,https://historicengland.org.uk/listing/the-list/list-entry/1000214,TQ 15871 72275,515871,172275,51.43763136930764,-0.33435650588895677
1000215,EMBLEY PARK,II,https://historicengland.org.uk/listing/the-list/list-entry/1000215,SU 32390 20704,432390,120710,50.98488848610125,-1.5399400553387408
1000216,HURSTBOURNE PARK,II,https://historicengland.org.uk/listing/the-list/list-entry/1000216,SU4415748274,444143,147453,51.22457012831868,-1.3692513582344326
